0 0 0 10 10
0.01 0.095361 0.094886 9.1013 9.0077
0.02 0.18253 0.180682 8.3545 8.1746
0.03 0.262838 0.258784 7.7244 7.46375
0.04 0.337321 0.330275 7.18585 6.8488
0.05 0.406798 0.396014 6.72048 6.31042
0.06 0.471929 0.45669 6.31451 5.83418
0.07 0.533251 0.512867 5.9574 5.409
0.08 0.591212 0.565012 5.64099 5.02631
0.09 0.646185 0.613512 5.35881 4.67933
0.1 0.698485 0.658699 5.10571 4.36264
0.11 0.748382 0.700851 4.87752 4.07184
0.12 0.796107 0.74021 4.67082 3.80335
0.13 0.84186 0.776983 4.48278 3.55421
0.14 0.885817 0.81135 4.31107 3.32194
0.15 0.92813 0.843471 4.1537 3.10446
0.16 0.968933 0.873483 4.009 2.90002
0.17 1.00835 0.90151 3.87555 2.70711
0.18 1.04648 0.927659 3.75213 2.52445
0.19 1.08342 0.952029 3.63767 2.35094
0.2 1.11926 0.974705 3.53126 2.1856
0.21 1.15407 0.995766 3.43211 2.02761
0.22 1.18792 1.01528 3.3395 1.87622
0.23 1.22088 1.03331 3.25283 1.73079
0.24 1.253 1.04991 3.17153 1.59076
0.25 1.28433 1.06514 3.09513 1.45561
0.26 1.31491 1.07904 3.02319 1.32491
0.27 1.3448 1.09165 2.95531 1.19826
0.28 1.37403 1.10302 2.89113 1.07531
0.29 1.40264 1.11317 2.83035 0.955727
0.3 1.43065 1.12214 2.77267 0.839245
0.31 1.4581 1.12996 2.71782 0.725611
0.32 1.48501 1.13666 2.66556 0.614599
0.33 1.51142 1.14226 2.61566 0.506011
0.34 1.53733 1.14679 2.56793 0.39967
0.35 1.56278 1.15027 2.52217 0.295421
0.36 1.58778 1.15271 2.47821 0.193125
0.37 1.61235 1.15413 2.43588 0.0926627
0.38 1.63651 1.15457 2.39503 -0.00606957
0.39 1.66026 1.15402 2.35553 -0.103161
0.4 1.68362 1.15251 2.31723 -0.198687
0.41 1.70661 1.15005 2.28004 -0.292711
0.42 1.72923 1.14666 2.24382 -0.385282
0.43 1.75149 1.14235 2.20849 -0.476442
0.44 1.7734 1.13713 2.17394 -0.566221
0.45 1.79497 1.13103 2.14009 -0.65464
0.46 1.8162 1.12405 2.10686 -0.741713
0.47 1.83711 1.1162 2.07418 -0.827448
0.48 1.85769 1.1075 2.04199 -0.911843
0.49 1.87795 1.09797 2.01023 -0.994897
0.5 1.89789 1.08761 1.97885 -1.0766
0.51 1.91753 1.07644 1.94781 -1.15694
0.52 1.93685 1.06447 1.91706 -1.2359
0.53 1.95587 1.05173 1.88658 -1.31347
0.54 1.97458 1.03821 1.85634 -1.38962
0.55 1.993 1.02394 1.82631 -1.46435
0.56 2.01111 1.00893 1.79648 -1.53763
0.57 2.02893 0.99319 1.76683 -1.60944
0.58 2.04645 0.976743 1.73736 -1.67977
0.59 2.06367 0.9596 1.70805 -1.7486
0.6 2.08061 0.941776 1.67891 -1.81593
0.61 2.09725 0.923286 1.64992 -1.88173
0.62 2.11361 0.904146 1.6211 -1.94599
0.63 2.12967 0.884371 1.59244 -2.00872
0.64 2.14546 0.863977 1.56395 -2.0699
0.65 2.16095 0.842978 1.53564 -2.12954
0.66 2.17617 0.821391 1.50751 -2.18763
0.67 2.19111 0.799231 1.47957 -2.24417
